,1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
69974,2023,47240BHNNGHIGHW,110000748406.0,ADVANCED BEARING MATERIALS LLC,1515 W MAIN ST,GREENSBURG,DECATUR,IN,47240,,,39.3355,-85.5093,NAD83,MIBA BEARINGS US LLC,038068826,MIBA BEARINGS US LLC,,,MIBA AG,NO,336,Transportation Equipment,,,,,,,336310,,,,,,1323221677267,Cadmium,NO,0007440439,7440-43-9,150029.0,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,293.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,40.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,333.0,,PRODUCTION,0.89
69983,2023,46526NWDCL1722N,110017649035.0,IRON BALUSTER DBA VIEWRAIL,1722 EISENHOWER DR N,GOSHEN,ELKHART,IN,46526,,,41.55743,-85.80955,NAD83,,,,,,,NO,326,Plastics and Rubber,,,,,,,326150,,,,,,1323221601394,Diisocyanates,NO,N120,N120,649715.0,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
69985,2023,47250CLFTY1335C,110000402314.0,CLIFTY CREEK STATION,1335 CLIFTY HOLLOW RD,MADISON,JEFFERSON,IN,47250,,,38.738349,-85.419145,NAD83,OHIO VALLEY ELECTRIC CORP,007903925,OHIO VALLEY ELECTRIC CORP,,,,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1323221722628,Nickel  And Nickel Compounds,YES,N495,N495,650036.0,YES,TRI,YES,Metal complound categories,YES,NO,NO,R,Pounds,0.0,238.0,609.0,0.0,0.0,0.0,0.0,0.0,15858.0,0.0,0.0,0.0,19849.0,0.0,36554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36554.0,0.0,15858.0,20696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36554.0,,PRODUCTION,0.86
69996,2023,46562SPXCR5ARNO,110002354318.0,ALUDYNE PIERCETON,5 ARNOLT DR,PIERCETON,KOSCIUSKO,IN,46562,,,41.2176,-85.7045,NAD83,ALUDYNE N.A. LLC,078824082,ALUDYNE INC,,,,NO,331,Primary Metals,,,,,,,331523,,,,,,1323222092470,Copper,NO,0007440508,7440-50-8,150086.0,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.0,2345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59615.0,0.0,0.0,0.0,59615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59615.0,2345.0,0.0,0.0,2345.0,0.0,0.0,0.0,0.0,457029.0,59615.0,0.0,0.0,518989.0,,PRODUCTION,1.6
70007,2023,46750SCHNK119FL,110011970304.0,DFA DAIRY BRANDS FLUID LLC DBA: SCHENKEL'S DAIRY,1019 FLAXMILL RD,HUNTINGTON,HUNTINGTON,IN,46750,,,40.886783,-85.521069,NAD83,DAIRY FARMERS OF AMERICA INC,,DAIRY FARMERS OF AMERICA INC,,,,NO,311,Food,,,,,,,311511,,,,,,1323221991553,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616.0,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5729.2,51562.8,57292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5729.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51562.8,0.0,57292.0,5729.2,0.0,0.0,0.0,0.0,5729.2,0.0,0.0,0.0,0.0,0.0,51562.8,57292.0,,,
70086,2023,4674WMGNXT13811,110043693857.0,TEIJIN AUTOMOTIVE TECHNOLOGIES NORTH CAROLINA COMPOSITES LL,13811 ROTH RD,GRABILL,ALLEN,IN,46741,,,41.21637,-84.9626,NAD83,TEIJIN AUTOMOTIVE TECHNOLOGIES INC,831320572,TEIJIN AUTOMOTIVE TECHNOLOGIES INC,,,TEIJIN LTD,NO,325,Chemicals,,,,,,,325991,,,,,,1323221627755,Zinc compounds,NO,N982,N982,649699.0,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,0.0,0.0,0.0,69.0,0.0,0.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,598.0,0.0,0.0,10.0,519.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,,ACTIVITY,0.84
70101,2023,46962PTBRF868E8,110032592317.0,POET BIOREFINING-NORTH MANCHESTER LLC,868 E 800 N,NORTH MANCHESTER,WABASH,IN,46962,,,40.9461,-85.7834,NAD83,POET HOLDING CO LLC,037463009,POET HOLDING CO LLC,,,,NO,325,Chemicals,,,,,,,325193,,,,,,1323221759210,Methanol,NO,0000067561,67-56-1,4283.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,370.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.0,0.0,0.0,1670.0,0.0,0.0,0.0,0.0,0.0,0.0,36000.0,0.0,37670.0,,PRODUCTION,1.1
70115,2023,46516RCRPN195CO,110000742153.0,CARPENTER CO ELKHART DIV,195 COUNTY RD 15,ELKHART,ELKHART,IN,46516,,,41.69151,-85.909385,NAD83,CARPENTER CO,003109444,CARPENTER CO,,,,NO,326,Plastics and Rubber,,,,,,,326150,,,,,,1323221804697,Diisocyanates,NO,N120,N120,649715.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.0,7.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0,0.0,0.0,0.0,0.0,996.0,0.0,996.0,7.49,0.0,0.0,7.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0,1003.49,,PRODUCTION,1.48
70116,2023,47987MSTRG1200E,110000404474.0,MASTER GUARD LLC,1200 E 8TH ST,VEEDERSBURG,FOUNTAIN,IN,47987,,,40.117151,-87.244974,NAD83,FLEX-N-GATE CORP,011298072,FLEX-N-GATE CORP,,,,NO,336,Transportation Equipment,,,,,,,336390,,,,,,1323222305625,Lead compounds,NO,N420,N420,650002.0,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,44.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,11.5,0.0,0.0,0.0,7.245,4.255,0.0,0.0,0.0,44.0,0.0,0.0,55.5,,PRODUCTION,1.13
70121,2023,46581BMTMN56EBE,110031000921.0,ZIMMER BIOMET INC.,56 E BELL DR,WARSAW,KOSCIUSKO,IN,46582,,,41.2663,-85.8413,NAD83,ZIMMER BIOMET HOLDINGS INC,021599365,ZIMMER BIOMET HOLDINGS INC,,,,NO,339,Miscellaneous Manufacturing,,,,,,,339113,,,,,,1323221600327,Chromium,NO,0007440473,7440-47-3,150060.0,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.19,18.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.84,1.661,0.0,1.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661,0.0,23314.0,0.0,0.0,0.0,23314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23315.661,20.501,0.0,0.0,18.84,0.0,1.661,0.0,0.0,0.0,23314.0,0.0,0.0,23334.501,,PRODUCTION,1.0
70123,2023,47012WRSCR128W8,110001322051.0,OWENS CORNING ROOFING & ASPHALT LLC,128 W 8TH ST,BROOKVILLE,FRANKLIN,IN,47012,,,39.423056,-85.015139,NAD83,OWENS CORNING,861336527,OWENS CORNING,,,,NO,324,Petroleum,,,,,,,324122,,,,,,1323221938374,Lead compounds,NO,N420,N420,650002.0,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.07,78.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.08,0.0,0.0,78.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.08,,PRODUCTION,0.95
70150,2023,46540SYNDC402NO,110000399293.0,LOZIER CORP,402 N MAIN ST,MIDDLEBURY,ELKHART,IN,46540,,,41.681646,-85.701867,NAD83,LOZIER CORP,007259484,LOZIER CORP,,,,NO,337,Furniture,,,,,,,337215,,,,,,1323222035786,Chromium,NO,0007440473,7440-47-3,150060.0,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,111385.0,111385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111399.0,15.0,0.0,0.0,1.0,10.64,3.36,0.0,0.0,0.0,111385.0,0.0,0.0,111400.0,,PRODUCTION,1.1
70181,2023,46327MRTHN426CL,110041026029.0,MPLX TERMINALS LLC - HAMMOND IN TERMINAL,4206 COLUMBIA AVE,HAMMOND,LAKE,IN,46327,,,41.63775,-87.500472,NAD83,MARATHON PETROLEUM CORP,968393996,MARATHON PETROLEUM CORP,,,,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1323221798073,"1,2,4-Trimethylbenzene",NO,0000095636,95-63-6,16261.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,564.0,,PRODUCTION,0.66
70186,2023,47591VNCNN2007O,110042008537.0,WABASH STEEL CO LLC,2007 OLIPHANT DR,VINCENNES,KNOX,IN,47591,,,38.694601,-87.51868,NAD83,,,,,,,NO,332,Fabricated Metals,,,,,,,332312,,,,,,1323222298794,Manganese,NO,0007439965,7439-96-5,149625.0,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,198.22,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24721.0,0.0,0.0,0.0,24721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24721.0,211.82,0.0,0.0,211.82,0.0,0.0,0.0,0.0,0.0,24721.0,0.0,0.0,24932.82,,PRODUCTION,1.0
70201,2023,46312MTRMM4407R,110000397810.0,ELECTRIC COATING TECHNOLOGIES LLC D/B/A MATERIAL SCIENCES CO,4407 RAILROAD AVE BUILDING #3 S,EAST CHICAGO,LAKE,IN,46312,,,41.63369,-87.47613,NAD83,NEW STAR METALS INC,964134683,NEW STAR METALS INC,,,,NO,332,Fabricated Metals,,,,,,,332813,,,,,,1323221773524,Lead  And Lead Compounds,YES,N420,N420,650002.0,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.021,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.089,0.0,0.089,0.03,1.84,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12,0.0,0.0,0.0,0.17,0.0,0.0,9.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.169,9.214,0.0,0.0,0.045,5.176,3.993,0.0,0.0,0.0,0.0,0.0,0.0,9.214,,PRODUCTION,1.06
70251,2023,46312NTNLB5222I,110000397856.0,HARSCO MINERALS - NBC,5222 INDIANAPOLIS BLVD,EAST CHICAGO,LAKE,IN,46312,,,41.619165,-87.484452,NAD83,HARSCO ENVIRONMENTAL,003952009,ENVIRI CORP,,,,NO,327,Nonmetallic Mineral Product,,,,,,,327992,,,,,,1323221574320,Chromium,NO,0007440473,7440-47-3,150060.0,YES,TRI,YES,Elemental metals,NO,NO,NO,A,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
70277,2023,47006BTSVLEASTE,110035804065.0,BATESVILLE MANUFACTURING INC - HAGEMAN PLANT,100 EASTERN AVE,BATESVILLE,RIPLEY,IN,47006,,,39.296057,-85.218872,NAD83,,,LONGRANGE CAPITAL LLC,,,,NO,339,Miscellaneous Manufacturing,,,,,,,339995,,,,,,1323222356608,Copper,NO,0007440508,7440-50-8,150086.0,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.0,0.0,7.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,56651.0,0.0,0.0,0.0,56651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56651.84,8.8,0.0,0.0,7.96,0.0,0.84,0.0,0.0,0.0,56651.0,0.0,0.0,56659.8,,PRODUCTION,0.91
70317,2023,4737WPRMRT1542S,110031262185.0,POET BIOREFINING-PORTLAND LLC,1542 S 200 W,PORTLAND,JAY,IN,47371,,,40.41393,-85.01926,NAD83,POET HOLDING CO LLC,117405681,POET HOLDING CO LLC,,,,NO,325,Chemicals,,,,,,,325193,,,,,,1323221937372,n-Hexane,NO,0000110543,110-54-3,26740.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,130.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4330.0,0.0,0.0,4330.0,0.0,0.0,0.0,0.0,0.0,0.0,17000.0,0.0,21330.0,,PRODUCTION,1.03
70324,2023,46350RCTCLBOYDB,110000889806.0,FAS-PAK INC.,401 DARLINGTON ST,LA PORTE,LAPORTE,IN,46350,,,41.62495,-86.69734,NAD83,FAS-PAK INC,807542691,FAS-PAK INC,,,,NO,325,Chemicals,,,,,,,325612,561910.0,324191.0,,,,1323221862624,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970.0,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
70330,2023,4698WSPLND9526S,110071286546.0,SPLENDOR BOATS INC.,9526 S STATE ROAD 15,SILVER LAKE,KOSCIUSKO,IN,46982,,,41.093661,-85.891015,NAD83,,,,,,,NO,326,Plastics and Rubber,,,,,,,326199,,,,,,1323221676063,Styrene,NO,0000100425,100-42-5,19414.0,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,351.0,17239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17590.0,0.0,0.0,17590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17590.0,,PRODUCTION,0.9
70344,2023,47302NDNGL2415S,110000402519.0,AZZ GALVANIZING SERVICES-MUNCIE,2415 S WALNUT ST,MUNCIE,DELAWARE,IN,47302,,,40.17237,-85.38624,NAD83,AZZ INC,008012148,AZZ INC,,,,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1323221733239,Lead,NO,0007439921,7439-92-1,149583.0,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.17,0.0,8.13,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.437,0.0,0.0,0.437,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,19.737,,PRODUCTION,1.02
70367,2023,47630SGCFB3711D,110000403723.0,SIGECO F B CULLEY GENERATING STATION,3711 DARLINGTON RD,NEWBURGH,WARRICK,IN,47630,,,37.9089,-87.3246,NAD83,CENTERPOINT ENERGY INC,104590802,CENTERPOINT ENERGY INC,,,,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1323222261861,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,N090,N090,649475.0,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.25,95.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800.0,0.0,3923.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11400.0,0.3,0.0,0.0,11400.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11400.3,15323.55,0.0,0.0,3923.25,0.0,11400.3,0.0,0.0,0.0,0.0,0.0,0.0,15323.55,,PRODUCTION,1.76
70379,2023,46135LNSTRPUTNA,110056963451.0,BUZZI UNICEM USA-GREENCASTLE PLANT,3301 S COUNTY RD 150 W,GREENCASTLE,PUTNAM,IN,46135,,,39.616615,-86.868632,NAD83,RC LONESTAR INC,802861687,RC LONESTAR INC,BUZZI SPA,,BUZZI SPA,NO,327,Nonmetallic Mineral Product,,,,,,,327310,,,,,,1323221994015,N-Methyl-2-pyrrolidone,NO,0000872504,872-50-4,72744.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,7.0,0.0,0.0,77615.0,6.0,0.0,0.0,0.0,0.0,77628.0,,PRODUCTION,0.99
