MASTER_AI_ID,FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,REGULATORY_PROGRAM,CLOSURE_TYPE,CONTROL_TYPE,IC_ID,INSTRUMENT_ID,DATE_IC_RECORDED,CONTROL_METHOD,AFFECTED_MEDIA,CONSTITUENTS_OF_CONCERN,RESTRICTION_COVERAGE,Terminated_Date,IC_VFC_ID,VFC_URL
22830,168,CIRCLE K NO 2295,8598 N MICHIGAN RD,Indianapolis,Marion County,UST,NFA 8/14/2019,Environmental Restrictive Covenant,2240,,12-Jul-19,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water,Petroleum,Entire Property,,82822665,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82822665
22906,24422,Circle K,209 W 38th St,Marion,Grant County,LUST,NFA,Environmental Restrictive Covenant,2241,,01-Dec-21,Ground Water Use Restriction; Right of Way (ROW) Notification,Ground Water,VOCs - Volatile Organic Compounds,Entire Property; Portion of Property,,83250900,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83250900
22906,24422,Circle K 2214,209 W 38th St,Marion,Grant County,LUST,NFA,Environmental Restrictive Covenant,2241,,01-Dec-21,Ground Water Use Restriction; Right of Way (ROW) Notification,Ground Water,VOCs - Volatile Organic Compounds,Entire Property; Portion of Property,,83250900,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83250900
22950,24698,Mikes Auto,3902 W 45th Ave,Gary,Lake County,UST,No Further Action,Environmental Restrictive Covenant,2246,,20-Sep-19,Agricultural or Food Crop; Land Activity Monitoring; POE - Filter; Residential Use Restriction; Restricted Excavation Area,Ground Water; Subsurface Soil,Petroleum,Entire Property; Portion of Property,,82774047,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82774047
22956,4120807,Former Indiana Bell Telephone Company,450 E Washington St,Indianapolis,Marion County,Brownfields,Project Status Letter 2/24/22,Environmental Restrictive Covenant,2248,,08-Jul-22,Maintain Vapor Mitigation System; Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Soil Gas (Vapor),Metals; PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83342969,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83342969
22956,4120807,Former Indiana Bell Telephone Company,450 E Washington St,Indianapolis,Marion County,Brownfields,Project Status Letter 2/24/22,Environmental Restrictive Covenant,2249,,08-Jul-22,Maintain Vapor Mitigation System; Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Soil Gas (Vapor),Metals; PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83342970,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83342970
23188,24650,Thorntons 401,7020 Pendleton Pike,Indianapolis,Marion County,UST,LUST ERC 08/17/2015,Environmental Restrictive Covenant,2256,,17-Aug-15,Ground Water Use Restriction; Residential Use Restriction,Ground Water,Petroleum,Entire Property,,80123028,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80123028
23198,149,Midas Muffler & Brake,570 S Rangeline Rd,Carmel,Hamilton County,State Cleanup,NFA,Environmental Restrictive Covenant,2257,,22-Jun-23,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,VOCs - Volatile Organic Compounds,Entire Property,,83505450,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83505450
23199,200211143,Moran Industries,209 W Michigan Ave,Michigan City,Out of State County,State Cleanup,SCP0200211143,Environmental Restrictive Covenant,2258,,09-Jul-12,Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,VOCs - Volatile Organic Compounds,Entire Property,,,
23200,146,HEDLUNDS ACE HARDWARE,2369 E 62ND ST,Indianapolis,Marion County,State Cleanup,State Cleanup ERC 6/4/2015,Environmental Restrictive Covenant,2259,,04-Jun-15,Ground Water Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,80074633,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80074633
23242,25479,Former Marathon 2478,7134 N Michigan Rd,Indianapolis,Marion County,UST,LUST ERC 09/20/2016,Environmental Restrictive Covenant,2262,,20-Sep-16,Ground Water Use Restriction; Residential Use Restriction; Vapor Mitigation Contingency,Ground Water; Subsurface Soil,Petroleum,Entire Property,,80377460,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80377460
23287,4091202,Michaelis Development LLP,1352 N Illinois St,Indianapolis,Marion County,Brownfields,BFD Comfort Letter 7/23/15,Environmental Restrictive Covenant,2263,,10-Aug-15,Maintain Building Slab;  Maintain Vapor Mitigation System;  Paved or Concrete Cap; Ground Water Use Restriction,Ground Water; Soil Gas (Vapor); Subsurface Soil,VOCs - Volatile Organic Compounds,Entire Property,,80473996,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80473996
23353,4191104,I94 Auto,2932 Burr St,Gary,Lake County,Brownfields,Comfort Letter 3/8/21,Environmental Restrictive Covenant,2264,,05-Nov-21,Paved or Concrete Cap; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Metals; Petroleum; SVOCs - Semi Volatile Organic Compounds,Portion of Property,,83242785,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83242785
23365,200403190,National Retail Properties LLC,4502 W 38TH ST,Indianapolis,Marion County,State Cleanup,State Clean Up 2004-03-190,Environmental Restrictive Covenant,2265,,28-Mar-14,Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil; Surface Soil,Petroleum,Entire Property,,70422783,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=70422783
23401,200602129,FC Realty Two LLC,21-41 N Post Rd,Indianapolis,Marion County,State Cleanup,State Clean Up 2006-02-129,Environmental Restrictive Covenant,2267,,17-May-10,Agricultural or Food Crop; Ground Water Use Restriction; Prohibit Monitoring Interference; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil; Surface Soil,Petroleum,Entire Property,,62551451,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=62551451
23422,10006,BP PRODUCTS NORTH AMERICA INCORPORATED,1401 N ARLINGTON AVE,Indianapolis,Marion County,UST,,Environmental Restrictive Covenant,2268,,06-Oct-10,Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Prohibit Monitoring Interference; Residential Use Restriction; Soil Restoration; Vapor Mitigation Contingency,Ground Water; Subsurface Soil; Surface Soil,Petroleum,Entire Property,,60780364,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=60780364
23428,4170802,Formerly Bob Powers Toyota,4423 N Shadeland Ave,Indianapolis,Marion County,Brownfields,BF 4170802,Environmental Restrictive Covenant,2269,,02-Nov-20,Excavation Notice Required; Other Restriction (Specify),Subsurface Soil; Surface Soil,Metals,Entire Property,,83068304,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83068304
23472,6000701,BP Amoco Research & Development Kirland Bldg,Gaspar Ave & 126th St,Whiting,Lake County,VRP,,Environmental Restrictive Covenant,2275,,11-Aug-16,Other (Specify); Agricultural or Food Crop; Ground Water Use Restriction; Prohibit Monitoring Interference; Residential Use Restriction; Soil Restoration,Ground Water; Subsurface Soil,PAH - Polynuclear Aromatic Hydrocarbons; Petroleum,Entire Property; Portion of Property,,80462932 Pg 16,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80462932 Pg 16
23547,3016,Chuckles #13,1435 A St NE,Linton,Greene County,LUST,NFA,Environmental Restrictive Covenant,6116,,16-Mar-22,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water; Soil Gas (Vapor),Petroleum,Entire Property,,83295971,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83295971
23616,24899,Downtown Gas & Mini Mart,5060 E 38th St,Indianapolis,Marion County,UST,NFA 6/7/21,Environmental Restrictive Covenant,2278,,14-May-21,Engineering Control OM&M; Ground Water Use Restriction,Ground Water,Metals; PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83157360,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83157360
23624,4070904,Big Four Metals Incorporated (Tinker Flats),1101 E 16th St,Indianapolis,Marion County,Brownfields,BF Comfort Letter 5/11/2016,Environmental Restrictive Covenant,2279,,14-Nov-16,Other (Specify); Excavation Notice Required; Ground Water Use Restriction; Other Restriction (Specify); Prohibit Monitoring Interference; Soil Handling and Disposal; Soil Restoration; Vapor Mitigation Contingency,Ground Water; Soil Gas (Vapor); Subsurface Soil; Surface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons; SVOCs - Semi Volatile Organic Compounds; VOCs - Volatile Organic Compounds,Entire Property,,80585556,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80585556
23628,6020901,Producers Realty Corporation,8320 Southeastern Ave,Indianapolis,Marion County,VRP,VRP 6020901,Environmental Restrictive Covenant,2280,,16-Sep-10,Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil; Surface Soil,Petroleum; VOCs - Volatile Organic Compounds,Entire Property,,80553452,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80553452
23636,6020103,Norfolk Southern Railway Company,Sutherland Ave & E 34th St,Indianapolis,Marion County,VRP,VRP,Environmental Restrictive Covenant,6117,,11-Mar-20,Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction; Restricted Excavation Area; Soil Handling and Disposal,Subsurface Soil; Surface Soil,Metals,Entire Property; Portion of Property,,83644999,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83644999
23647,6990202,Tuchman Cleaners Merchant Square,2284 E 116th St,Carmel,Hamilton County,VRP,Certificate of Completion,Environmental Restrictive Covenant,2281,,31-Dec-20,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,VOCs - Volatile Organic Compounds,Entire Property,,83148087,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83148087
23649,200502016,Riley Plaza Shopping Center LLC,4713-4731 Indianapolis Blvd,East Chicago,Lake County,State Cleanup,State Clean Up 2005-02-016,Environmental Restrictive Covenant,2283,,29-Jul-15,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal; Vapor Mitigation Contingency,Ground Water; Subsurface Soil; Surface Soil,Chlorinated Compounds,Entire Property,,80098720,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80098720
23668,4161012,Old Star Service Station,1550 N Arlington Ave,Indianapolis,Marion County,Brownfields,BF 4161012,Environmental Restrictive Covenant,2284,,28-Aug-19,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Petroleum; SVOCs - Semi Volatile Organic Compounds,Entire Property,,82878032,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82878032
23714,4101003,Avondale Development,Meadows Dr & 38th St,Indianapolis,Marion County,Brownfields,Comfort Letter 11/30/16,Environmental Restrictive Covenant,2286,,23-Apr-18,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water,Metals; Petroleum; SVOCs - Semi Volatile Organic Compounds,Portion of Property,,82539370,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82539370
23805,201334165,Dewercs Once LLC,2962-2970 Kessler N Blvd,Indianapolis,Marion County,State Cleanup,,Environmental Restrictive Covenant,2287,,11-Dec-20,Agricultural or Food Crop; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Ground Water; Subsurface Soil,Chlorinated Compounds,Entire Property,,83094209,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83094209
23837,4220201,Curtis Dyna Fog LTD,525 Park St,Westfield,Hamilton County,Brownfields,Comfort Letter RSUL,Environmental Restrictive Covenant,2288,,10-Mar-23,Ground Water Use Restriction,Ground Water,PAH - Polynuclear Aromatic Hydrocarbons; Petroleum,Entire Property,,83454544,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83454544
23865,4070463,Straughter Auto Body Shop,608 Adams St,Gary,Lake County,Brownfields,Brownfields NFA 3/13/2012,Environmental Restrictive Covenant,2291,,18-Apr-19,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,PAH - Polynuclear Aromatic Hydrocarbons,Entire Property,,82765361,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82765361
23886,7646,PHILLIPS 66 COMPANY 020252,9566 N MERIDIAN ST,Indianapolis,Marion County,LUST,No Further Action,Environmental Restrictive Covenant,2292,,12-Sep-18,Ground Water Use Restriction,Ground Water,Petroleum,Entire Property,,82615934,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82615934
23998,200605114,TUCHMAN CLEANERS 15,350 E NEW YORK ST,Indianapolis,Marion County,State Cleanup,,Environmental Restrictive Covenant,2293,,15-Jan-19,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Soil Gas (Vapor),Chlorinated Compounds; VOCs - Volatile Organic Compounds,Portion of Property,,82690125,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82690125
24207,4960020,2201 N Capitol,2201 N Capitol Ave,Indianapolis,Marion County,Brownfields,Comfort Letter 06/17/2016,Environmental Restrictive Covenant,2297,,04-Aug-16,Ground Water Use Restriction,Ground Water,PAH - Polynuclear Aromatic Hydrocarbons,Entire Property,,82664994,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82664994
24435,4190703,Ivy Tech Community College,1331 E Washington St,Indianapolis,Marion County,Brownfields,BF,Environmental Restrictive Covenant,2298,,27-Jul-20,Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Soil Gas (Vapor),SVOCs - Semi Volatile Organic Compounds; VOCs - Volatile Organic Compounds,Entire Property,,83072044,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83072044
24461,4191103,JR Auto Sales,5800 W 29th Ave,Gary,Lake County,Brownfields,,Environmental Restrictive Covenant,2299,,26-Jun-20,Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Subsurface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons,Entire Property,,83001076,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83001076
24473,IND079583720,Indianapolis Zoo,1200 W WASHINGTON ST,Indianapolis,Marion County,Hazardous Waste,,Environmental Restrictive Covenant,2301,,23-Mar-18,Ground Water Use Restriction; Prohibit Monitoring Interference,Ground Water,Chlorinated Compounds,Entire Property,,82590636,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82590636
24788,6990801,LAKE GEORGE,127th St & S New York Ave,Hammond,Lake County,VRP,,Environmental Restrictive Covenant,2302,,20-Sep-16,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction; Soil Restoration,Ground Water,Chlorinated Compounds; Metals,Entire Property,,80462932,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80462932
24876,4060046,Fulton County Landfill,Old N US Hwy 31 & CR 450 N,Rochester,Fulton County,Brownfields,Closure Certification - 09/20/2017,Environmental Restrictive Covenant,2305,,12-Oct-17,Soil or Vegetative Cap; Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction; SW Post-closure Care Requirements,Ground Water; Solid Waste,Metals,Entire Property; Portion of Property,,80541540,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80541540
24888,7919,PICKETT OIL,506 W 2nd St,Sheridan,Hamilton County,UST,NFA 04/11/2022,Environmental Restrictive Covenant,2307,,03-Mar-22,Ground Water Use Restriction,Ground Water,Petroleum,Entire Property,,83290211,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83290211
24906,4060049,Former Recover Incorporated,6845 Industrial Hwy,Gary,Lake County,Brownfields,BFF No Further Action 7/29/2010,Environmental Restrictive Covenant,2308,,28-Apr-14,Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Ground Water,Metals; VOCs - Volatile Organic Compounds,Entire Property,,69982243,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=69982243
24982,4060004,Southeast Neighborhood Development Corporation,1821-1849 S SHELBY ST,Indianapolis,Marion County,Brownfields,,Environmental Restrictive Covenant,2309,,13-Jun-14,Paved or Concrete Cap; Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal; Soil Restoration; Vapor Mitigation Contingency,Subsurface Soil; Surface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Portion of Property,,70119062,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=70119062
24987,4060014,R & L MOBILE GAS STATION,1301 W 15TH AVE,Gary,Lake County,Brownfields,NFA 8/20/08,Environmental Restrictive Covenant,2312,,18-Jun-12,Agricultural or Food Crop; Residential Use Restriction,Subsurface Soil,PAH - Polynuclear Aromatic Hydrocarbons; TPH - Total Petroleum Hydrocarbons,Entire Property,,66275844,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=66275844
25171,200711059,Gilliate Family Realty Trust,2510 Roosevelt Ave,Indianapolis,Marion County,State Cleanup,State Clean Up 2007-11-059,Environmental Restrictive Covenant,2315,,29-Jan-14,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Chlorinated Compounds,Entire Property,,69638073,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=69638073
